,target_user_id,twitter_handle,fib_index,total_reshares,Source,Type,Domain,Rating,Score,Country,Language,followers
20,1022693675250249729,DrewHLive,16.0,3991.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,311869.0
21,1029465832781492226,RekietaLaw,20.0,1623.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,158287.0
22,1029527676833419265,TheMichiganStar,NaN,NaN,https://twitter.com/themichiganstar,TWITTER,theconnecticutstar.com,N,40.0,US,en,19.0
23,1031747223569227776,DarrenJBeattie,57.0,16908.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,262291.0
24,1033994695595065347,WayV_official,11.0,159927.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2425246.0
25,1035750989607841793,TheMinnesotaSun,NaN,NaN,https://twitter.com/TheMinnesotaSun,TWITTER,theconnecticutstar.com,N,40.0,US,en,200.0
26,1038972096,MehrnewsCom,NaN,NaN,https://twitter.com/MehrnewsCom,TWITTER,en.mehrnews.com,N,5.0,US,en,24196.0
27,1041939506084044800,heiankyo_327,32.0,6290.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53600.0
28,1042447153170309120,QNationUS,NaN,NaN,https://x.com/QNationUS?s=20,TWITTER,qnation.us,N,20.0,US,en,19.0
29,1043097751,RonPaulInstitut,NaN,NaN,https://twitter.com/RonPaulInstitut,TWITTER,ronpaulinstitute.org,N,30.0,US,en,79384.0
30,1043185714437992449,catturd2,139.0,340425.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2372245.0
31,1045872810038419457,ChinaDailyUSA,NaN,NaN,https://twitter.com/ChinaDailyUSA,TWITTER,chinadaily.com.cn,N,44.5,US,en,2106.0
32,1045908904985513985,Dadidice1,25.0,1800.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21732.0
33,1045921071180918785,ShenYue_TH,13.0,417.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8176.0
34,1046311936944558082,OopstopC,NaN,NaN,https://twitter.com/oopstopc,TWITTER,oopstop.com,N,7.5,US,en,5.0
35,1046559976834158592,Baklava_USA,28.0,2317.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22821.0
36,1052225335318712320,annvandersteel,12.0,285.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,182230.0
37,1056630339995648000,AliciaFixLuke,NaN,NaN,https://twitter.com/AliciaFixLuke,TWITTER,bb4sp.com,N,37.5,US,en,5988.0
38,1057029255362531330,ReadeAlexandra,13.0,767.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,138939.0
39,105901883,ericmetaxas,29.0,3454.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,197228.0
40,1060573081935249409,NTDNews,18.0,3128.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82677.0
41,1060579035170959360,griptmedia,69.0,20599.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75742.0
